Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
7,5,4,2,1592,d,flight,medium,m,0
3,1,3,9,4944,f,ship,medium,m,1
4,2,4,7,5294,f,ship,medium,m,0
3,5,8,9,4436,a,road,low,m,1
3,5,3,17,2235,f,road,high,f,1
5,2,2,8,5717,f,road,medium,m,0
3,4,3,10,4910,a,ship,high,m,0
4,4,3,10,4532,c,flight,high,f,0
3,4,4,4,5801,f,ship,high,m,0
5,3,2,55,3308,c,flight,low,f,1
5,5,4,4,4003,a,ship,medium,f,0
3,3,7,2,5671,f,ship,low,m,1
5,2,2,7,4764,d,flight,medium,m,0
5,4,5,5,1370,b,ship,low,m,0
2,1,2,8,1144,d,ship,low,m,1
3,4,3,6,5722,d,ship,low,f,1
5,5,3,7,5717,b,flight,low,m,0
4,2,6,10,4891,f,ship,medium,m,0
3,1,2,7,4569,a,ship,medium,f,0
3,3,3,9,4623,d,ship,medium,f,1
5,5,6,2,4915,f,ship,medium,m,1
4,2,3,8,4342,f,ship,low,m,0
4,1,2,26,3300,f,ship,medium,f,1
2,4,4,9,4452,f,ship,low,m,1
6,4,4,3,1276,c,ship,low,m,0
3,2,3,4,5966,c,ship,low,m,1
3,5,3,6,4620,f,ship,low,f,1
5,2,5,6,1084,c,ship,medium,m,0
3,3,3,6,3364,c,flight,high,f,1
5,3,4,9,5577,d,ship,low,f,0
4,1,4,3,5837,a,ship,medium,m,0
3,2,3,4,5335,f,road,medium,m,0
4,1,2,5,4057,a,ship,medium,f,0
5,3,5,7,1996,f,ship,low,m,0
4,4,2,8,4248,f,road,low,f,0
5,1,6,9,1883,f,ship,low,m,1
2,3,2,53,1530,d,road,medium,f,1
4,5,2,10,4962,a,ship,low,f,0
3,1,3,24,1740,a,road,high,m,1
4,1,3,2,5861,b,ship,medium,m,0
5,4,6,51,3582,f,flight,medium,f,1
3,4,2,5,5997,d,flight,high,m,0
5,2,4,10,5532,f,ship,low,m,0
5,3,5,4,1733,b,ship,medium,f,1
7,5,4,9,1904,b,ship,low,m,0
3,5,3,57,3364,a,ship,high,f,1
3,3,3,9,4317,d,ship,low,f,1
3,1,6,10,4858,c,road,medium,f,0
6,1,3,2,4892,d,flight,medium,f,0
3,3,3,1,5700,b,ship,low,m,0
5,5,6,4,1937,d,ship,low,m,1
3,2,3,49,3798,d,road,low,f,1
4,4,4,1,4252,a,ship,low,f,0
5,1,4,1,5098,d,ship,low,f,0
5,1,3,6,2452,c,flight,medium,m,1
5,4,5,4,1320,b,road,low,m,0
3,4,3,57,1582,a,ship,high,m,1
5,2,2,9,5609,f,flight,medium,m,0
4,3,3,51,1965,c,road,low,m,1
6,5,4,2,1462,a,ship,medium,m,0
3,4,3,5,5467,a,flight,low,f,0
3,5,6,3,4424,f,ship,medium,m,0
5,1,5,2,5921,f,ship,medium,f,1
4,1,5,1,1149,c,ship,medium,f,0
3,4,3,3,5817,d,flight,low,f,0
4,2,2,7,5684,c,ship,low,m,0
4,5,4,2,5365,b,road,medium,f,1
3,4,3,8,5979,a,ship,low,f,0
5,2,3,4,4699,f,flight,medium,m,1
4,1,3,5,4283,d,flight,low,f,1
4,3,5,5,1301,f,road,medium,f,0
3,5,4,6,4879,b,ship,low,m,1
4,5,3,53,3742,d,ship,low,f,1
7,2,4,2,1291,f,road,medium,f,0
3,4,3,2,5512,f,ship,medium,m,0
3,5,3,3,4938,f,flight,low,m,0
7,3,4,4,1630,b,ship,low,f,0
3,4,3,8,5419,f,ship,medium,f,0
4,5,6,8,1176,d,flight,low,m,0
5,4,5,10,1365,f,road,low,f,0
3,1,3,1,5325,c,ship,medium,f,0
5,5,5,8,1867,b,road,medium,f,0
6,1,4,6,1928,d,ship,medium,f,1
3,1,3,5,4643,b,road,low,f,1
2,2,3,38,1530,a,road,low,f,1
3,2,3,43,2096,f,ship,medium,f,1
5,1,5,5,5854,d,ship,low,f,0
4,2,4,6,4964,d,ship,low,f,0
4,3,3,7,4761,b,ship,low,m,0
3,1,4,51,2899,b,ship,medium,f,1
4,4,2,9,4932,c,ship,medium,f,1
2,3,3,50,1111,a,ship,low,m,1
3,5,3,8,5471,d,ship,medium,f,1
5,3,2,9,1809,b,ship,medium,m,0
4,2,3,5,4831,d,road,high,m,1
5,1,5,4,4586,f,ship,low,m,1
6,4,4,8,1465,f,flight,low,f,0
5,1,3,5,4355,f,road,medium,f,0
3,4,3,8,5857,c,ship,high,f,0
5,3,3,41,3536,f,flight,high,m,1
4,3,5,3,1248,f,ship,low,f,0
6,1,6,2,5363,f,ship,medium,f,0
3,4,3,4,4883,b,road,low,f,0
5,5,4,2,1727,c,ship,medium,m,1
6,3,5,2,1452,c,ship,low,f,1
2,5,5,13,2882,b,flight,medium,f,1
4,2,3,2,4949,f,ship,low,f,0
3,2,3,2,4015,f,ship,medium,m,0
4,4,3,5,5743,c,road,medium,m,0
3,3,3,51,1046,d,ship,medium,m,1
3,2,3,27,1814,f,flight,low,f,1
3,4,8,4,4192,f,flight,high,m,0
5,5,6,1,1962,d,ship,low,m,0
4,3,3,61,2207,d,ship,low,m,1
2,2,3,38,1352,f,ship,low,m,1
4,5,3,54,1314,b,ship,medium,m,1
5,1,4,5,4549,d,ship,low,m,0
4,4,3,4,1330,d,ship,low,m,1
4,4,2,8,4239,d,road,medium,m,0
4,3,8,8,4065,f,road,medium,m,1
4,2,6,6,1386,a,ship,low,m,0
4,5,3,2,4374,d,ship,medium,m,0
4,4,2,10,4829,f,ship,medium,m,1
4,1,4,4,4796,d,ship,low,f,0
4,5,2,13,2779,f,ship,medium,m,1
4,5,2,64,1918,d,ship,medium,m,1
3,3,2,58,3719,f,ship,medium,m,1
3,2,2,9,4659,a,flight,medium,m,0
3,4,3,5,5964,f,ship,low,m,0
5,2,4,1,1622,f,ship,high,m,1
4,4,3,9,4300,f,road,low,m,1
5,4,4,2,4902,a,ship,medium,m,1
3,2,2,29,1115,d,ship,low,m,1
3,1,2,1,5779,a,road,high,f,1
3,4,4,5,4749,f,flight,low,m,1
3,1,5,5,4572,a,ship,medium,f,0
4,2,3,3,5740,c,road,low,f,1
3,4,3,10,4398,b,ship,low,m,1
3,3,4,10,5690,c,ship,low,m,0
2,3,2,20,1832,a,ship,medium,m,1
3,5,2,10,4200,f,ship,low,m,0
4,3,3,62,2236,a,ship,low,f,1
6,4,5,2,4687,c,ship,medium,m,1
4,2,3,10,4636,a,ship,low,m,0
3,5,3,62,3259,d,ship,medium,f,1
6,1,4,4,1623,a,ship,low,f,1
5,1,2,10,4264,c,ship,medium,f,0
5,1,5,10,1561,c,ship,medium,m,0
3,3,3,7,5976,c,road,low,f,0
3,5,2,9,5095,f,ship,medium,f,1
4,5,3,7,5891,f,road,medium,f,0
4,5,3,7,5509,f,flight,low,f,0
3,3,6,9,5322,b,road,medium,m,1
7,2,4,1,1294,a,flight,low,m,1
3,5,2,6,4523,b,road,medium,m,1
3,1,3,43,1831,a,ship,low,f,1
5,2,3,3,4916,b,ship,low,f,0
4,2,5,3,4480,a,flight,medium,f,0
4,3,3,1,3982,c,road,medium,m,1
3,4,2,39,3690,f,ship,low,m,1
3,3,3,23,1897,b,flight,medium,m,1
2,3,3,27,3484,d,road,low,m,1
4,5,3,2,4343,b,ship,medium,f,1
3,1,2,7,4639,d,ship,low,m,0
3,5,6,6,5713,f,ship,low,m,0
5,4,5,6,5059,b,road,low,m,0
4,3,2,47,2336,c,ship,high,m,1
3,2,3,9,4428,f,road,high,f,1
4,5,3,28,1557,b,flight,medium,m,1
2,5,3,9,4767,b,flight,medium,m,1
4,2,3,2,4264,a,road,low,m,0
4,3,7,30,2062,c,ship,medium,f,1
3,5,3,8,4106,f,ship,low,f,0
2,5,2,10,4506,c,ship,medium,m,0
3,4,3,5,4950,d,road,low,f,0
3,5,2,4,4703,c,ship,medium,m,0
4,1,3,5,4129,f,flight,high,m,0
5,1,2,52,3981,d,ship,high,f,1
5,1,6,4,4821,f,ship,medium,f,0
6,1,4,5,5121,f,ship,low,f,0
5,2,3,10,4354,d,ship,low,m,0
4,2,2,1,5071,f,road,low,f,1
5,5,3,23,2626,b,road,medium,m,1
3,4,2,52,3543,b,ship,medium,m,1
3,2,2,53,1853,b,road,low,m,1
3,1,4,7,5894,c,ship,medium,m,1
5,4,3,3,4559,d,flight,low,f,1
2,4,3,32,1819,b,road,low,m,1
4,4,3,3,5225,b,ship,low,m,1
5,4,6,4,5349,f,ship,medium,f,0
4,1,3,7,4159,d,ship,medium,m,0
6,3,4,4,1169,b,ship,medium,m,0
4,2,2,54,3706,c,ship,low,m,1
6,1,2,6,1269,c,ship,low,f,0
6,4,3,2,1187,f,road,low,m,0
3,5,2,2,4888,c,flight,low,m,1
6,2,5,4,1281,f,ship,medium,f,0
2,1,2,1,5576,f,flight,medium,f,0
3,2,6,3,5689,f,ship,medium,f,1
4,3,2,6,4345,a,ship,medium,f,0
4,4,3,5,5979,c,ship,high,f,0
4,3,2,1,5409,a,road,medium,f,1
5,3,3,1,4645,f,ship,low,f,0
4,2,4,6,5256,d,ship,high,f,0
3,5,3,21,3078,c,road,low,f,1
3,5,2,6,5635,c,road,low,f,0
5,1,4,5,5719,b,ship,low,f,0
4,1,2,8,2436,f,road,low,m,1
3,5,2,36,3501,c,ship,low,f,1
4,4,3,9,4118,f,ship,low,f,1
6,4,4,10,1266,b,ship,low,m,1
4,4,3,10,3327,a,ship,low,m,1
3,2,3,61,2188,d,road,low,f,1
5,1,3,6,5081,d,ship,medium,m,1
3,1,3,4,5449,a,flight,low,f,0
5,2,3,39,3743,d,ship,low,m,1
4,3,4,19,3602,f,ship,low,m,1
4,3,10,1,4973,d,ship,high,m,0
3,5,3,3,1403,a,ship,low,m,1
4,1,2,44,2910,a,ship,low,m,1
3,2,4,3,5845,a,ship,low,f,0
5,2,5,4,1926,f,ship,medium,f,0
6,5,3,2,5761,f,road,low,f,1
5,1,3,6,5509,b,road,medium,f,1
3,4,3,3,4540,f,flight,medium,f,0
5,3,3,10,4198,a,ship,medium,m,0
4,3,2,6,4226,c,ship,low,m,1
6,1,5,53,3352,b,ship,low,f,1
4,2,6,10,5655,b,ship,medium,f,1
3,1,2,6,4332,c,road,medium,f,0
5,3,3,10,4889,a,ship,low,f,1
3,3,3,3,4829,f,road,low,f,0
2,5,3,16,1738,a,ship,low,f,1
3,3,3,4,5548,a,ship,medium,f,0
6,2,4,9,4099,a,road,low,m,0
6,2,6,44,2057,a,flight,low,m,1
3,1,3,3,4454,f,flight,low,m,1
3,3,2,7,5491,a,ship,medium,f,0
4,3,3,42,2664,d,ship,low,m,1
3,4,6,9,4558,f,ship,low,m,0
4,1,3,3,4962,a,road,medium,f,1
3,3,2,39,1402,a,ship,low,m,1
5,5,2,64,1785,a,ship,medium,m,1
6,4,3,9,4730,a,flight,medium,m,1
5,3,3,2,4735,a,ship,medium,f,0
3,2,5,2,1158,f,ship,low,f,1
4,2,6,36,2843,f,ship,high,f,1
5,5,10,10,5619,c,flight,high,m,1
3,1,2,10,4200,c,ship,high,m,0
4,3,3,3,4824,f,ship,low,f,0
5,3,2,4,4311,a,road,medium,m,1
3,1,2,38,1099,f,road,low,m,1
5,3,4,8,4575,d,road,medium,f,0
4,3,5,10,1762,a,ship,low,f,0
4,4,2,6,5866,f,flight,medium,m,0
6,2,4,9,1157,d,ship,low,m,0
3,4,6,3,4429,d,ship,high,m,0
5,3,3,51,1573,b,ship,low,f,1
5,1,3,40,3340,b,ship,medium,m,1
4,2,3,23,1909,d,road,low,m,1
5,2,5,10,1699,f,ship,low,m,0
5,5,3,33,2998,d,ship,medium,f,1
5,3,5,9,1813,d,road,high,m,1
2,2,5,6,4622,d,ship,low,f,1
6,4,5,10,5434,c,ship,medium,f,0
2,3,3,11,1522,d,ship,medium,f,1
4,2,4,3,4006,b,ship,medium,f,0
4,5,5,6,1460,d,ship,low,m,0
3,3,3,5,1385,f,ship,medium,m,1
5,2,4,9,5070,d,ship,low,f,1
4,2,5,2,1307,f,ship,medium,f,1
4,1,2,8,4926,f,ship,low,m,0
3,5,2,50,1616,d,road,high,m,1
6,3,3,11,2135,d,ship,medium,m,1
3,1,3,2,4989,a,ship,low,f,0
3,3,4,2,5282,d,ship,low,f,0
5,1,2,55,1414,f,ship,low,f,1
3,1,3,2,4785,f,ship,low,f,0
5,2,3,12,1802,f,flight,medium,m,1
2,1,2,2,5661,a,flight,low,m,1
3,5,2,10,5755,b,ship,low,m,1
4,3,3,3,5916,b,road,medium,m,1
4,4,2,4,4962,b,ship,low,m,0
4,3,3,2,4534,c,flight,high,f,0
5,3,7,6,5285,f,road,medium,m,1
3,4,3,56,3427,d,ship,medium,f,1
4,4,5,6,4258,f,flight,low,f,0
4,4,2,1,4519,d,road,low,f,0
3,4,2,6,6000,a,road,low,m,0
3,3,2,62,3558,a,flight,medium,m,1
6,1,4,10,1534,f,ship,low,f,1
4,1,3,4,5666,b,ship,low,f,0
4,5,3,9,4205,b,ship,low,f,0
4,5,2,1,4492,f,ship,low,m,0
4,3,2,39,1727,f,flight,high,m,1
6,2,4,10,1683,d,flight,low,m,0
3,4,3,3,5303,f,ship,medium,f,1
5,1,3,3,5981,c,road,medium,f,0
5,5,5,3,1220,b,ship,low,f,0
4,3,6,6,1552,f,road,medium,f,0
6,4,5,20,1555,f,ship,low,m,1
2,4,2,1,4721,d,ship,low,m,0
4,3,3,1,4621,f,flight,medium,f,1
6,2,4,7,1274,f,ship,low,f,0
3,3,3,14,1705,a,flight,medium,m,1
3,3,2,8,4556,c,ship,low,m,0
3,2,3,3,5779,f,ship,low,f,1
7,5,4,8,1748,b,road,low,f,0
4,5,3,58,3096,b,ship,low,f,1
5,4,2,14,1735,a,ship,low,m,1
2,2,3,56,3608,d,ship,low,f,1
4,3,3,1,4752,d,ship,low,m,0
5,1,5,1,1102,c,ship,medium,m,1
3,3,2,2,4836,c,ship,high,m,1
5,2,5,4,1913,b,ship,low,f,1
5,5,6,1,1300,d,road,low,f,0
3,2,3,40,1173,c,ship,low,m,1
5,1,5,8,1837,f,ship,medium,m,0
3,5,5,7,4538,a,ship,high,f,0
3,5,4,4,4308,b,ship,medium,f,0
4,4,5,5,5060,a,flight,low,m,1
6,4,4,6,1461,a,ship,low,f,0
6,5,4,10,1418,c,flight,medium,m,1
3,5,2,3,5113,b,ship,low,m,1
4,2,5,3,5807,a,ship,low,f,1
4,4,2,6,4983,c,ship,medium,f,1
4,4,3,37,3026,c,ship,medium,m,1
3,5,2,29,1192,f,ship,low,f,1
3,5,3,2,2456,c,ship,low,f,1
2,4,3,19,3356,f,ship,medium,f,1
4,5,3,7,4835,b,flight,medium,m,0
4,3,4,1,4865,c,flight,low,f,0
4,2,3,8,5772,a,flight,medium,m,0
4,4,2,9,4462,f,ship,medium,f,0
3,2,2,7,4082,f,ship,low,m,0
5,2,6,38,1338,f,road,low,m,1
5,2,5,9,1227,f,ship,medium,m,1
3,2,3,2,4231,a,ship,medium,m,0
4,2,2,8,4806,b,ship,medium,f,1
4,1,2,10,5418,d,flight,low,f,1
4,1,5,1,1780,f,ship,low,f,1
3,5,2,7,5536,b,road,medium,m,0
6,5,4,50,3618,c,road,medium,m,1
5,5,3,2,4545,f,ship,low,f,1
2,3,3,5,5013,b,ship,low,f,0
4,2,2,8,5460,f,road,medium,m,1
4,3,4,1,4585,b,ship,medium,f,0
3,3,2,5,4255,b,ship,low,m,1
4,3,3,9,5897,d,ship,medium,m,1
3,2,3,8,4586,d,ship,low,f,1
4,1,3,49,3198,f,ship,medium,f,1
5,3,5,3,5219,c,ship,low,m,1
3,1,3,7,5073,f,ship,low,m,0
3,2,2,45,1741,b,ship,medium,f,1
3,3,3,58,1269,f,ship,low,f,1
4,2,3,2,5028,f,ship,low,m,1
3,3,3,20,1431,d,ship,low,f,1
4,1,3,28,2005,f,road,medium,m,1
4,5,3,14,2071,d,ship,low,f,1
3,1,10,56,2175,a,ship,low,m,1
4,1,3,1,5492,f,flight,high,f,0
5,2,7,41,2758,a,road,low,f,1
4,2,2,20,1387,f,ship,medium,f,1
5,3,2,4,5579,b,ship,low,m,0
2,1,3,15,1996,c,ship,low,f,1
4,2,5,2,1054,d,ship,medium,f,0
5,3,2,59,3278,f,ship,medium,f,1
5,1,3,7,5870,d,ship,low,m,1
6,5,4,3,1819,d,ship,low,f,1
3,3,3,5,4754,a,ship,medium,m,1
5,4,4,10,5461,a,ship,low,f,0
3,2,6,7,4723,f,ship,medium,m,1
4,1,7,5,5325,f,ship,low,f,1
5,4,3,2,5404,a,ship,medium,f,1
4,1,3,47,3081,a,ship,high,f,1
4,2,5,8,1097,a,ship,low,f,0
4,5,2,4,4783,c,ship,low,f,1
3,5,5,7,4457,a,flight,high,f,0
3,1,3,4,5860,f,ship,medium,f,0
5,5,5,1,1568,f,ship,medium,m,0
4,2,2,19,1387,a,ship,medium,m,1
3,3,2,3,5713,c,road,low,f,0
7,2,4,1,1163,b,ship,medium,f,1
4,2,3,4,4550,b,road,low,f,0
5,5,3,55,1911,d,road,medium,m,1
4,3,3,6,5447,b,ship,low,m,0
3,5,4,7,4068,d,ship,low,f,1
6,3,4,1,1733,a,ship,medium,f,0
4,4,4,5,5647,c,ship,low,m,0
5,4,2,55,1386,d,ship,medium,f,1
4,3,5,2,4622,f,ship,low,m,1
3,3,3,43,1517,b,ship,high,m,1
4,5,3,10,4919,f,flight,high,m,0
4,2,3,1,4097,d,road,medium,m,1
3,1,5,3,4807,a,ship,low,f,0
6,5,2,38,2359,d,road,medium,m,1
5,2,5,4,1030,f,ship,medium,f,0
4,5,5,3,1469,a,ship,low,f,1
6,4,4,9,1354,b,ship,medium,m,1
5,5,4,9,5652,f,ship,high,f,0
5,5,6,1,1507,d,ship,low,m,0
4,1,3,54,1178,f,ship,medium,m,1
5,4,3,46,3149,a,flight,low,f,1
3,2,3,59,3488,f,ship,low,f,1
4,1,5,5,1041,f,ship,low,f,0
4,4,3,4,5622,f,ship,low,f,0
4,4,4,8,5493,d,ship,medium,f,0
3,3,3,28,1329,b,ship,medium,f,1
2,4,3,6,4025,f,flight,medium,f,1
4,5,4,3,5470,c,ship,medium,m,0
4,1,8,7,4576,a,ship,low,m,0
2,3,6,4,4022,c,ship,medium,m,0
5,5,5,7,1692,a,ship,medium,f,0
4,2,2,3,5356,d,ship,medium,f,0
4,2,5,5,1812,f,ship,low,m,0
5,2,2,54,1091,b,ship,medium,m,1
4,4,3,3,4152,c,flight,low,m,0
4,4,2,9,1949,d,road,low,f,1
6,3,4,52,1667,c,ship,low,m,1
4,4,2,8,5942,a,ship,medium,m,0
5,5,3,50,2348,f,ship,low,m,1
4,3,3,8,4701,d,ship,medium,f,1
3,5,2,3,5208,f,ship,medium,f,0
5,4,5,10,1837,a,flight,medium,f,1
4,1,6,2,1629,c,ship,low,f,1
4,5,3,7,4490,b,road,low,f,0
4,2,3,9,1682,c,ship,low,m,1
4,2,3,4,5902,a,ship,medium,f,0
4,3,2,10,1179,b,ship,low,f,1
7,1,4,2,1540,a,road,medium,f,0
4,3,3,5,1502,d,ship,low,f,1
5,3,3,2,5967,a,flight,low,m,0
5,3,5,2,1185,c,ship,low,m,0
5,2,2,15,2471,b,ship,medium,f,1
5,2,3,4,4140,c,flight,high,f,0
4,5,3,10,5767,a,ship,high,f,1
3,4,3,1,5722,d,ship,low,f,0
4,2,6,36,2330,b,road,low,f,1
3,1,3,9,4380,f,ship,low,f,1
3,2,3,5,3861,a,flight,medium,m,1
3,3,4,3,5602,f,ship,medium,f,0
5,4,3,3,4559,d,ship,medium,m,0
5,4,2,3,4213,c,flight,low,m,0
3,4,3,1,5765,a,ship,medium,m,1
5,3,4,10,4011,a,ship,medium,f,0
3,3,2,5,5195,c,ship,high,f,0
4,5,2,2,4533,f,flight,medium,f,1
2,3,5,6,1727,b,ship,low,f,0
3,5,2,13,3891,f,ship,low,m,1
2,2,8,33,3448,a,ship,medium,m,1
5,3,3,9,4289,d,ship,low,f,1
3,2,2,3,4799,a,ship,low,m,1
3,3,3,14,3479,f,ship,medium,m,1
3,4,2,8,5667,d,ship,medium,m,1
4,2,5,8,1235,d,ship,low,f,1
4,1,3,49,2803,d,ship,medium,m,1
3,2,3,49,2791,d,road,low,f,1
6,3,3,6,2639,a,road,medium,m,1
5,4,4,63,2039,f,ship,medium,m,1
4,4,4,32,1774,f,road,medium,f,1
4,5,4,21,1014,b,ship,low,m,1
6,5,6,55,2052,c,ship,low,f,1
5,1,2,10,5248,f,ship,medium,m,0
4,1,3,3,3928,b,ship,medium,m,1
6,2,3,62,1936,c,ship,low,f,1
5,5,4,1,4092,f,ship,medium,f,1
4,2,3,4,5863,f,ship,low,f,0
3,4,3,53,3538,f,ship,high,m,1
4,4,2,5,5601,f,ship,low,f,0
4,5,3,7,5844,f,road,medium,f,0
3,3,3,9,5807,d,ship,low,m,1
3,4,3,26,2299,b,ship,medium,f,1
6,1,4,3,5656,f,ship,medium,f,1
5,3,6,8,5003,f,ship,medium,f,0
4,1,2,3,4099,f,ship,low,f,1
3,1,3,1,4949,c,ship,low,m,1
3,2,2,2,4669,c,ship,high,m,1
6,3,5,8,1746,a,ship,low,m,1
7,1,5,10,1199,d,flight,low,m,1
4,3,2,8,5597,b,ship,low,m,0
5,1,2,14,2959,f,ship,low,f,1
6,4,6,1,5533,b,ship,low,m,1
5,4,6,6,1488,c,ship,medium,m,1
3,5,3,8,5637,b,flight,medium,m,1
4,2,3,3,4511,b,ship,medium,f,0
5,2,4,10,5400,f,flight,low,f,0
3,2,3,10,4486,f,ship,low,f,0
3,1,3,3,5005,c,road,high,m,1
5,5,3,2,5506,f,ship,medium,m,0
4,4,4,3,5032,f,ship,medium,f,1
5,5,5,9,4500,c,ship,low,f,0
5,5,6,1,1984,a,road,low,f,0
3,2,2,20,2731,b,road,low,m,1
3,5,4,4,4008,d,ship,low,m,1
6,2,4,5,1771,c,ship,low,m,1
4,1,3,8,5486,b,ship,low,m,0
4,5,2,2,5881,b,ship,high,m,1
4,5,2,14,1796,d,ship,medium,f,1
3,1,3,6,5092,f,road,medium,f,0
2,5,3,46,2944,f,ship,low,f,1
4,4,6,5,4494,c,ship,high,m,1
5,5,3,47,1246,c,ship,medium,f,1
3,2,5,6,4694,b,flight,medium,m,0
2,2,2,8,4518,c,ship,medium,m,0
2,4,10,56,3384,b,ship,high,m,1
3,4,2,5,4402,f,ship,low,m,0
6,2,4,8,1930,b,ship,medium,f,0
5,3,2,8,5743,f,ship,low,m,1
4,3,4,4,4757,c,road,low,m,0
6,5,4,6,1898,f,flight,low,f,1
3,1,2,2,4855,c,ship,low,f,0
3,5,3,3,5553,f,ship,medium,f,1
5,2,5,9,1809,d,ship,low,m,1
4,1,3,13,1445,d,ship,medium,m,1
4,2,2,5,4907,f,ship,low,m,0
4,5,2,28,2164,d,road,medium,f,1
4,3,5,7,1932,c,road,medium,m,1
2,5,4,36,2093,c,flight,low,f,1
4,5,5,9,1381,f,ship,low,m,0
3,4,3,3,4067,f,ship,medium,f,0
3,4,3,3,5149,c,flight,low,f,0
5,5,3,42,1384,f,flight,high,f,1
6,5,3,32,1921,b,ship,medium,f,1
4,5,3,65,2267,f,flight,medium,m,1
6,3,4,2,5349,b,ship,low,f,0
3,3,3,7,5323,a,road,low,m,1
3,1,2,9,5158,c,ship,low,m,0
4,3,6,1,1235,b,ship,medium,m,1
2,4,3,50,3878,d,road,low,m,1
4,3,2,5,5346,f,ship,high,f,0
5,5,5,2,5561,b,road,low,f,0
4,3,3,7,4887,f,ship,medium,f,1
5,5,3,3,5700,f,ship,medium,m,1
4,2,3,9,5337,f,ship,high,f,0
5,4,3,1,4834,c,road,low,m,1
4,4,3,8,5614,b,road,medium,m,0
3,3,3,9,5856,b,ship,medium,f,0
4,1,3,4,5347,f,ship,medium,m,1
3,1,3,63,2154,b,ship,low,f,1
5,5,5,2,1417,c,ship,medium,m,0
5,3,4,10,2419,a,flight,medium,m,1
5,3,5,3,1409,a,ship,low,f,0
5,4,2,5,4595,f,road,medium,f,0
2,5,6,2,5671,a,ship,low,m,0
4,5,2,1,4439,c,flight,medium,f,0
3,5,3,38,1169,b,ship,medium,m,1
3,5,3,10,4286,a,ship,medium,m,1
5,4,5,6,5210,a,ship,medium,m,1
3,4,3,7,1946,f,road,medium,m,0
4,3,5,9,5648,c,ship,low,f,0
4,3,3,8,4493,c,ship,medium,m,0
3,3,3,49,2356,b,ship,medium,m,1
2,2,3,9,4717,c,flight,high,m,0
7,5,5,7,1239,d,ship,low,f,1
5,1,4,10,1428,d,ship,medium,f,0
7,5,4,7,1104,d,ship,low,m,0
4,1,6,6,1335,c,ship,low,f,1
3,5,3,7,1021,f,ship,medium,m,1
4,3,3,4,5654,f,ship,low,f,0
4,5,2,5,4347,d,road,medium,f,1
3,3,3,56,1684,c,flight,high,f,1
4,5,3,60,2317,a,ship,low,f,1
3,4,3,5,4883,f,ship,low,f,1
5,4,2,4,5307,f,ship,low,f,0
4,5,3,4,5174,b,ship,low,f,1
4,4,4,1,5573,d,ship,high,m,0
4,5,3,8,4132,d,flight,low,m,0
4,2,2,9,5883,f,ship,low,f,1
4,4,3,7,1597,d,ship,medium,f,1
4,5,5,2,1441,a,flight,low,m,0
3,2,3,30,2867,c,road,low,m,1
4,3,4,7,4829,f,flight,low,f,0
4,1,2,6,1114,f,ship,medium,m,1
6,4,4,10,1462,a,flight,low,f,1
3,4,2,10,5107,b,ship,medium,f,1
4,2,6,3,5173,a,ship,high,f,0
5,1,3,10,1014,b,ship,low,f,1
3,3,2,10,4061,a,ship,low,m,1
3,5,3,55,2465,f,road,medium,m,1
4,2,4,3,4283,f,ship,medium,m,1
5,4,5,5,1844,c,road,low,m,0
4,1,3,37,1818,f,ship,medium,f,1
7,3,4,5,1060,f,flight,medium,m,0
3,5,2,8,5769,d,flight,low,f,0
4,2,3,26,2449,c,ship,medium,m,1
4,2,3,4,5078,b,flight,low,m,0
5,5,5,9,4135,b,ship,low,m,0
4,1,2,10,5638,f,ship,medium,f,0
3,4,2,8,4280,f,ship,medium,f,1
7,3,4,8,1060,f,road,medium,m,0
3,3,4,1,5301,f,ship,medium,m,0
5,5,4,38,2797,f,road,medium,f,1
5,5,5,5,1657,b,ship,low,m,0
3,4,3,4,4458,f,ship,medium,m,0
2,5,5,1,4426,b,ship,medium,f,0
5,2,2,5,4985,c,ship,low,f,1
5,1,4,1,4924,b,ship,medium,m,0
3,5,2,1,5663,c,ship,low,f,0
4,1,3,8,4996,d,ship,low,f,0
7,1,4,10,1148,d,ship,medium,f,1
5,2,3,9,5656,a,ship,low,m,0
5,3,4,8,4410,b,ship,medium,f,1
5,4,5,1,1824,b,ship,medium,m,1
3,2,2,46,3174,f,ship,medium,f,1
4,4,10,57,1361,c,ship,medium,f,1
3,5,3,7,4366,c,ship,low,m,1
4,3,4,1,4596,f,flight,low,m,1
5,2,6,58,2448,c,road,low,f,1
4,5,3,6,4848,f,ship,low,f,1
3,2,7,3,5936,c,ship,low,f,0
5,3,5,8,1409,b,ship,low,f,0
5,3,5,9,1716,f,ship,low,f,0
3,4,10,38,2018,f,ship,medium,f,1
3,5,4,10,4092,f,flight,low,m,1
7,1,4,8,1088,f,ship,medium,f,1
4,1,3,4,5610,a,ship,low,f,1
5,3,7,51,1425,f,ship,medium,f,1
5,1,5,9,1203,a,flight,medium,f,0
4,3,6,2,4689,b,ship,medium,m,0
3,4,2,15,2302,b,ship,medium,f,1
5,3,5,3,1851,f,flight,medium,m,0
5,2,2,2,4556,d,flight,high,f,0
6,5,4,6,1872,b,road,low,f,0
4,1,4,10,4860,b,ship,medium,f,0
2,1,6,2,4237,b,ship,low,f,1
4,4,2,9,4491,f,ship,low,m,1
